Date,Humidity,Events,Weather,Rainfall,Tourism_Demand
2023-10,68.64,Ibeno Beach,Cloudy,202.24,1481
2023-11,93.59,Local Sports Event,Rainy,201.71,1438
2023-12,68.82,Ibom Food Fest,Rainy,219.5,1999
2004-01,98.17,Ibeno Beach,Sunny,23.07,2171
2004-02,95.56,Ibaka,Stormy,230.22,1832
2004-03,83.41,Ibaka,Rainy,264.96,1408
2004-04,76.34,Ibeno Beach,Cloudy,191.94,1519
2004-05,70.39,Ekpo Display,Cloudy,114.27,1548
2004-06,95.42,Ibaka,Cloudy,204.2,1423
2004-07,86.54,Ibeno Beach,Cloudy,176.64,1519
2004-08,71.85,Ibaka,Rainy,145.99,1514
2004-09,64.6,Ekpo Display,Cloudy,234.35,1432
2004-10,79.5,Ibaka,Rainy,175.44,1469
2004-11,70.09,Ibaka,Sunny,19.54,1735
2004-12,71.13,Ekpo Display,Sunny,12.17,2184
2005-01,97.42,Ibeno Beach,Sunny,19.71,2201
2005-02,96.96,Ibeno Beach,Sunny,39.01,2213
2005-03,74.28,Ibaka,Stormy,258.6,1330
2005-04,84.46,Ibaka,Rainy,246.78,1408
2005-05,90.13,Ekpo Display,Cloudy,201.24,1461
2005-06,70.84,Ibaka,Sunny,14.12,1696
2005-07,88.23,Ibeno Beach,Rainy,70.64,1537
2005-08,81.7,Ibaka,Rainy,3.52,1466
2005-09,73.27,Ibeno Beach,Stormy,198.24,1359
2005-10,98.86,Ibeno Beach,Cloudy,234.31,1471
2005-11,79.01,Ibeno Beach,Cloudy,157.12,1522
2005-12,82.83,Ibeno Beach,Sunny,6.99,2206
2006-01,98.61,Ibaka,Sunny,5.23,2211
2006-02,82.2,Ibaka,Cloudy,24.18,2050
2006-03,65.69,Ibaka,Rainy,123.61,1545
2006-04,97.88,Ekpo Display,Rainy,102.25,1531
2006-05,91.63,Ekpo Display,Stormy,280.88,1399
2006-06,76.29,Ibaka,Sunny,1.12,1674
2006-07,77.24,Ibaka,Sunny,7.06,1656
2006-08,92.25,Ibaka,Sunny,28.78,1690
2006-09,93.84,Ekpo Display,Sunny,3.04,1678
2006-10,85.31,Ibeno Beach,Sunny,41.53,1740
2006-11,76.55,Ibaka,Sunny,48.59,1729
2006-12,72.2,Ekpo Display,Cloudy,98.02,2023
2007-01,66.09,Ekpo Display,Sunny,16.94,2201
2007-02,73.37,Ibeno Beach,Sunny,35.54,2187
2007-03,63.59,Ibeno Beach,Cloudy,229.2,1413
2007-04,75.16,Ibaka,Sunny,20.5,1712
2007-05,90.56,Ibaka,Sunny,22.51,1704
2007-06,81.13,Ibeno Beach,Stormy,61.11,1393
2007-07,82.79,Ibaka,Cloudy,66.48,1501
2007-08,80.8,Ibaka,Sunny,41.14,1664
2007-09,98.35,Ekpo Display,Sunny,29.27,1674
2007-10,69.78,Ibaka,Rainy,4.02,1519
2007-11,78.83,Ibaka,Rainy,80.28,1473
2007-12,71.92,Ibeno Beach,Cloudy,18.18,1966
2008-01,77.66,Ibeno Beach,Sunny,17.75,2241
2008-02,83.71,Ibeno Beach,Cloudy,150.71,1983
2008-03,92.49,Ekpo Display,Cloudy,252.13,1439
2008-04,93.03,Ibaka,Sunny,2.69,1671
2008-05,85.54,Ibeno Beach,Sunny,33.67,1681
2008-06,86.24,Ibeno Beach,Cloudy,227.15,1444
2008-07,93.43,Ibaka,Stormy,252.71,1370
2008-08,63.22,Ibeno Beach,Rainy,218.34,1405
2008-09,71.77,Ibeno Beach,Sunny,28.75,1733
2008-10,94.51,Ekpo Display,Sunny,34.44,1714
2008-11,62.7,Ekpo Display,Rainy,31.4,1537
2008-12,95.84,Ibeno Beach,Sunny,44.38,2153
2009-01,97.49,Ibeno Beach,Sunny,19.28,2249
2009-02,72.77,Ibeno Beach,Cloudy,169.06,1988
2009-03,82.72,Ibaka,Cloudy,26.71,1497
2009-04,93.68,Ibeno Beach,Sunny,18.68,1737
2009-05,94.23,Ibeno Beach,Sunny,22.43,1700
2009-06,96.21,Ekpo Display,Sunny,8.59,1714
2009-07,82.71,Ekpo Display,Sunny,15.76,1660
2009-08,83.79,Ekpo Display,Sunny,23.84,1679
2009-09,70.94,Ibeno Beach,Cloudy,65.46,1455
2009-10,82.97,Ibeno Beach,Sunny,9.06,1692
2009-11,75.2,Ibaka,Cloudy,202.18,1456
2009-12,85.67,Ibaka,Sunny,29.33,2168
2010-01,84.89,Ibeno Beach,Sunny,35.85,2212
2010-02,62.78,Ibeno Beach,Sunny,20.02,2240
2010-03,93.34,Ibaka,Cloudy,117.98,1530
2010-04,69.68,Ibeno Beach,Cloudy,6.16,1541
2010-05,80.53,Ibaka,Sunny,18.25,1698
2010-06,82.62,Ibeno Beach,Sunny,43.68,1728
2010-07,86.56,Ibeno Beach,Stormy,164.61,1356
2010-08,90.51,Ibeno Beach,Sunny,37.75,1738
2010-09,88.47,Ekpo Display,Rainy,65.4,1521
2010-10,86.78,Ekpo Display,Sunny,28.86,1689
2010-11,71.11,Ibaka,Sunny,24.71,1669
2010-12,78.94,Ekpo Display,Sunny,25.05,2170
2011-01,87.3,Ibaka,Sunny,21.52,2171
2011-02,67.4,Ibeno Beach,Sunny,28.67,2153
2011-03,87.17,Ibom Food Fest,Rainy,127.89,1517
2011-04,76.67,Ekpo Display,Sunny,1.54,1671
2011-05,92.98,Ibaka,Sunny,46.36,1727
2011-06,62.15,Ibaka,Sunny,0.25,1708
2011-07,98.06,Ibeno Beach,Sunny,14.8,1727
2011-08,98.53,Ibaka,Sunny,17.67,1716
2011-09,61.66,Ibom Food Fest,Sunny,46.2,1705
2011-10,69.02,Ekpo Display,Cloudy,265.56,1410
2011-11,61.16,Ibaka,Cloudy,129.8,1525
2011-12,80.37,Local Sports Event,Sunny,33.4,2218
2012-01,96.76,Ibeno Beach,Sunny,26.09,2152
2012-02,64.31,Ibeno Beach,Cloudy,84.27,2045
2012-03,66.27,Ekpo Display,Stormy,99.49,1442
2012-04,90.27,Ibaka,Cloudy,248.52,1422
2012-05,86.47,Ibaka,Cloudy,104.78,1459
2012-06,85,Ekpo Display,Sunny,6.94,1734
2012-07,91.8,Ibeno Beach,Sunny,24.48,1658
2012-08,80.71,Ibom Food Fest,Sunny,48.94,1669
2012-09,94.69,Ibeno Beach,Sunny,16.75,1718
2012-10,91.1,Ibom Food Fest,Sunny,23.5,1678
2012-11,71.77,Ibom Food Fest,Sunny,26.51,1689
2012-12,73.68,Ibom Food Fest,Sunny,1.49,2241
2013-01,85.55,Ibaka,Sunny,7.81,2223
2013-02,87.67,Local Sports Event,Rainy,218.08,1997
2013-03,99.04,Local Sports Event,Cloudy,50.14,1473
2013-04,80.6,Ibom Food Fest,Sunny,47.71,1689
2013-05,64.08,Ibom Food Fest,Rainy,171.43,1471
2013-06,84.29,Ekpo Display,Cloudy,252.23,1450
2013-07,77.67,Ibeno Beach,Sunny,30.55,1744
2013-08,74.5,Ibom Food Fest,Sunny,41.49,1676
2013-09,66.95,Ibeno Beach,Cloudy,268.79,1475
2013-10,82.24,Ibaka,Sunny,31.69,1668
2013-11,73.7,Ibom Food Fest,Stormy,192.97,1416
2013-12,95.85,9999 Carol Night,Rainy,111.55,1980
2014-01,86.22,Ibaka,Stormy,217.95,1824
2014-02,98.15,Ekpo Display,Cloudy,12.73,2031
2014-03,94.77,Ekpo Display,Sunny,13.59,1656
2014-04,85.37,Ibeno Beach,Sunny,31.79,1659
2014-05,81.79,Local Sports Event,Stormy,44.99,1370
2014-06,65.14,Ibaka,Cloudy,100.55,1523
2014-07,82.57,Ibom Food Fest,Sunny,37.39,1699
2014-08,69.43,Ibaka,Cloudy,265.88,1418
2014-09,95.93,Ibeno Beach,Cloudy,197.59,1544
2014-10,74.8,Ibom Food Fest,Sunny,0.37,1683
2014-11,85.58,Local Sports Event,Sunny,3.44,1705
2014-12,61.27,Local Sports Event,Sunny,30.18,2155
2015-01,96.76,Ekpo Display,Sunny,34.16,2243
2015-02,60.65,Local Sports Event,Rainy,221.72,1968
2015-03,80.03,Ekpo Display,Sunny,46.16,1653
2015-04,93.74,Local Sports Event,Stormy,41.92,1443
2015-05,66.49,Ekpo Display,Sunny,23.69,1679
2015-06,69.39,Ibaka,Sunny,40.14,1666
2015-07,92.03,Ekpo Display,Sunny,35.69,1695
2015-08,67.39,Local Sports Event,Sunny,38.25,1660
2015-09,67.39,Ibeno Beach,Rainy,234.39,1500
2015-10,62.39,Ekpo Display,Cloudy,8.15,1477
2015-11,62.54,Ekpo Display,Sunny,21.27,1685
2015-12,70.52,Ibeno Beach,Sunny,44.58,2178
2016-01,65.82,Ibeno Beach,Cloudy,269.73,1976
2016-02,93.71,Local Sports Event,Cloudy,277.65,1968
2016-03,79.63,Ibom Food Fest,Sunny,44.68,1707
2016-04,87.85,Local Sports Event,Sunny,35.48,1667
2016-05,61.33,Ibeno Beach,Sunny,43.01,1690
2016-06,65.95,Ibaka,Sunny,30.2,1713
2016-07,93.22,Ibom Food Fest,Cloudy,168.46,1483
2016-08,83.64,Ibom Food Fest,Sunny,4.85,1674
2016-09,98.26,Ibom Food Fest,Cloudy,87.65,1539
2016-10,90.28,Ibom Food Fest,Sunny,34.39,1737
2016-11,72.73,Ibom Food Fest,Sunny,40.05,1746
2016-12,96.9,Ekpo Display,Rainy,37.36,2005
2017-01,88.1,Local Sports Event,Rainy,90.73,2037
2017-02,61.98,Ibeno Beach,Sunny,11.59,2210
2017-03,62.34,Ibom Food Fest,Sunny,33.35,1668
2017-04,97.28,Ekpo Display,Cloudy,23.58,1455
2017-05,94.4,Ekpo Display,Rainy,128.86,1487
2017-06,65.98,Ibeno Beach,Sunny,18.1,1672
2017-07,68.51,Ibeno Beach,Sunny,8.38,1721
2017-08,66,Ibeno Beach,Sunny,24.91,1734
2017-09,80.84,Ekpo Display,Sunny,14.54,1750
2017-10,60.12,Ibaka,Rainy,272.79,1405
2017-11,69.34,Local Sports Event,Sunny,47.49,1734
2017-12,61.72,Ibaka,Cloudy,116.99,2013
2018-01,65.06,Ibeno Beach,Sunny,30.61,2174
2018-02,97.02,Ibeno Beach,Sunny,6.07,2173
2018-03,89.07,Ibeno Beach,Rainy,221.28,1404
2018-04,92.93,Ibeno Beach,Rainy,109.67,1536
2018-05,83.03,Ekpo Display,Stormy,126.75,1376
2018-06,61.62,Ekpo Display,Sunny,3.06,1739
2018-07,71.42,Ekpo Display,Cloudy,279.97,1403
2018-08,88.11,Local Sports Event,Sunny,44.69,1696
2018-09,77.59,Ibom Food Fest,Sunny,17.99,1746
2018-10,83.98,Ibom Food Fest,Sunny,20.52,1750
2018-11,67.63,Ibaka,Sunny,38.16,1689
2018-12,96.36,Local Sports Event,Sunny,8.41,2237
2019-01,86.14,Local Sports Event,Sunny,18.01,2231
2019-02,91.32,Local Sports Event,Sunny,16.68,2155
2019-03,94.49,Ibeno Beach,Cloudy,23.84,1530
2019-04,99.69,Ekpo Display,Rainy,136.52,1452
2019-05,74.33,Ibeno Beach,Rainy,29.39,1540
2019-06,71.18,Ekpo Display,Rainy,83.8,1546
2019-07,69.51,Ekpo Display,Sunny,42.48,1729
2019-08,84.6,Local Sports Event,Sunny,36.15,1722
2019-09,72.63,Ibom Food Fest,Sunny,41.57,1730
2019-10,99.36,Ibom Food Fest,Sunny,11.36,1663
2019-11,62.54,Ibom Food Fest,Sunny,14.31,1676
2019-12,99.04,9999 Carol Night,Rainy,121.34,1979
2020-01,81.06,Ekpo Display,Rainy,222.71,1928
2020-02,80.62,Ibeno Beach,Cloudy,145.52,1984
2020-03,71.55,Ibom Food Fest,Sunny,39.74,1668
2020-04,84.27,Ibeno Beach,Sunny,7.46,1744
2020-05,77.73,Ibeno Beach,Cloudy,92.85,1507
2020-06,64.34,Ibeno Beach,Sunny,28.88,1748
2020-07,83.07,Ibom Food Fest,Sunny,34.98,1749
2020-08,86.29,Ibom Food Fest,Rainy,144.45,1549
2020-09,79.99,Ekpo Display,Sunny,37.39,1692
2020-10,65.4,Local Sports Event,Sunny,15.52,1673
2020-11,91.85,Ibeno Beach,Cloudy,273.84,1440
2020-12,78.67,Local Sports Event,Cloudy,279.73,1973
2021-01,93.28,Ibeno Beach,Sunny,25.95,2196
2021-02,96.52,Ibom Food Fest,Sunny,1.23,2239
2021-03,95.19,Ibom Food Fest,Stormy,23.02,1412
2021-04,84.54,Ekpo Display,Sunny,12.37,1708
2021-05,94.57,Ibaka,Sunny,5.57,1662
2021-06,93.47,Ibaka,Rainy,103.59,1464
2021-07,92.95,Ibom Food Fest,Sunny,32.28,1672
2021-08,72.58,Ibom Food Fest,Sunny,29.23,1720
2021-09,66.98,Local Sports Event,Cloudy,140.64,1531
2021-10,70.6,Ibeno Beach,Sunny,23.34,1731
2021-11,65.96,Ekpo Display,Sunny,32.85,1675
2021-12,70.19,Ibeno Beach,Cloudy,235.2,1913
2022-01,95.31,Ibaka,Cloudy,217.22,1965
2022-02,76.76,Ibom Food Fest,Sunny,36.01,2227
2022-03,97.82,Ibom Food Fest,Rainy,58.62,1526
2022-04,96.98,Ibeno Beach,Sunny,18.31,1734
2022-05,94.2,Ibaka,Cloudy,196.67,1531
2022-06,97.84,Local Sports Event,Rainy,166.38,1486
2022-07,92.28,Ibaka,Cloudy,198.77,1550
2022-08,88.8,Ibaka,Rainy,75.01,1531
2022-09,69.88,Ibaka,Sunny,16.53,1745
2022-10,81.93,Ekpo Display,Sunny,43.47,1669
2022-11,91.04,Ekpo Display,Rainy,128.25,1461
2022-12,94.3,Ibeno Beach,Rainy,83.66,1952
2023-01,99.69,Ibaka,Rainy,20.69,1992
2023-02,62.48,Ibom Food Fest,Sunny,27.82,2167
2023-03,73.81,Local Sports Event,Cloudy,92.54,1450
2023-04,74.18,Ekpo Display,Cloudy,292.46,1423
2023-05,75.57,Ibaka,Cloudy,171.8,1502
2023-06,69.25,Ibom Food Fest,Rainy,251,1485
2023-07,78.08,Ibaka,Sunny,43.68,1668
2023-08,92.04,Local Sports Event,Rainy,212.94,1405
2023-09,86.44,Local Sports Event,Cloudy,224.28,1452
2023-10,83.08,Local Sports Event,Cloudy,177.72,1505
2023-11,80.66,Ibom Food Fest,Rainy,157.41,1488
2023-12,86.53,Ekpo Display,Sunny,28.69,2200
2004-01,60.9,Ibeno Beach,Sunny,43.88,2224
2004-02,71.27,Ekpo Display,Sunny,24.56,2218
2004-03,88.42,Ibeno Beach,Sunny,15.57,1705
2004-04,88.39,Ibaka,Cloudy,96.04,1543
2004-05,65.71,Ibeno Beach,Rainy,285.42,1462
2004-06,84.01,Ibaka,Cloudy,272.21,1423
2004-07,62.99,Ekpo Display,Sunny,44.97,1711
2004-08,92.9,Ibeno Beach,Sunny,12.89,1704
2004-09,91.39,Ibaka,Sunny,7.09,1710
2004-10,60.33,Ibaka,Sunny,40.74,1742
2004-11,73.51,Ibaka,Sunny,24.42,1713
2004-12,61.16,Ekpo Display,Sunny,34.76,2226
2005-01,90.4,Ibeno Beach,Sunny,16.92,2219
2005-02,80.81,Ibaka,Sunny,48.47,2188
2005-03,77.74,Ibaka,Sunny,1.75,1652
2005-04,91.65,Ibeno Beach,Cloudy,104.82,1466
2005-05,98.87,Ekpo Display,Sunny,42.4,1727
2005-06,79.23,Ibeno Beach,Cloudy,94.5,1520
2005-07,69.34,Ekpo Display,Cloudy,44.96,1469
2005-08,61.45,Ekpo Display,Sunny,7.4,1662
2005-09,61.67,Ekpo Display,Cloudy,120.71,1503
2005-10,74.76,Ekpo Display,Rainy,9.98,1507
2005-11,66.04,Ekpo Display,Sunny,43.94,1699
2005-12,79.26,Ibeno Beach,Stormy,148.55,1885
2006-01,88.94,Ibeno Beach,Sunny,22.07,2156
2006-02,78.64,Ekpo Display,Sunny,16.7,2169
2006-03,68.54,Ibeno Beach,Sunny,17.22,1650
2006-04,79.8,Ibeno Beach,Sunny,12.92,1686
2006-05,96.19,Ekpo Display,Sunny,16.19,1688
2006-06,79.61,Ibeno Beach,Sunny,14.89,1705
2006-07,95.52,Ibaka,Rainy,221.23,1437
2006-08,91.88,Ibeno Beach,Rainy,92.6,1510
2006-09,87.7,Ibeno Beach,Cloudy,237.77,1421
2006-10,64.8,Ekpo Display,Rainy,203.1,1499
2006-11,67.42,Ibeno Beach,Sunny,40,1733
2006-12,65.86,Ekpo Display,Rainy,46.48,2030
2007-01,69.21,Ibeno Beach,Rainy,71.97,2039
2007-02,93.52,Ibaka,Cloudy,52.8,2003
2007-03,70.16,Ibaka,Sunny,27.16,1715
2007-04,89.38,Ibeno Beach,Cloudy,231.56,1435
2007-05,88.22,Ibeno Beach,Rainy,271.55,1463
2007-06,87.71,Ibeno Beach,Cloudy,21.38,1492
2007-07,83.33,Ibaka,Sunny,1.14,1698
2007-08,62.96,Ibaka,Cloudy,52.7,1453
2007-09,79.79,Ekpo Display,Sunny,30,1723
2007-10,65.22,Ibaka,Cloudy,97.72,1543
2007-11,90.76,Ekpo Display,Cloudy,227.89,1497
2007-12,77.87,Ibaka,Rainy,80.18,2024
2008-01,85.79,Ibaka,Rainy,75.15,1969
2008-02,93.6,Ekpo Display,Stormy,248.01,1818
2008-03,99.27,Ibeno Beach,Sunny,9.21,1698
2008-04,83.4,Ibaka,Rainy,19.97,1464
2008-05,96.79,Ekpo Display,Cloudy,2.82,1518
2008-06,82.35,Ibeno Beach,Cloudy,257.68,1479
2008-07,95.09,Ekpo Display,Sunny,19.54,1705
2008-08,73.23,Ibeno Beach,Rainy,218.29,1479
2008-09,93.62,Ibeno Beach,Sunny,36.71,1679
2008-10,72.76,Ekpo Display,Rainy,71.94,1472
2008-11,61,Ekpo Display,Sunny,28.19,1664
2008-12,91.53,Ekpo Display,Cloudy,88.28,2041
2009-01,75.91,Ibeno Beach,Sunny,33.95,2177
2009-02,92.42,Ekpo Display,Sunny,44.04,2214
2009-03,90.35,Ibeno Beach,Sunny,13.23,1719
2009-04,67.3,Ekpo Display,Rainy,0.08,1519
2009-05,96.14,Ibaka,Sunny,45.95,1744
2009-06,63.71,Ibaka,Cloudy,84.38,1522
2009-07,93.81,Ibeno Beach,Sunny,41.36,1706
2009-08,95.76,Ibaka,Sunny,31.35,1717
2009-09,66.01,Ekpo Display,Sunny,10.23,1727
2009-10,67.23,Ekpo Display,Rainy,291.66,1488
2009-11,69.03,Ibeno Beach,Cloudy,128.77,1507
2009-12,90.28,Ekpo Display,Sunny,15.76,2162
2010-01,76.91,Ibeno Beach,Sunny,23.47,2180
2010-02,97.2,Ibaka,Sunny,5.35,2151
2010-03,83.58,Ekpo Display,Sunny,43.38,1674
2010-04,68.68,Ibaka,Sunny,21.69,1662
2010-05,98.91,Ibaka,Cloudy,132.49,1452
2010-06,61.91,Ekpo Display,Cloudy,220.99,1490
2010-07,95.9,Ekpo Display,Stormy,283.26,1368
2010-08,85.9,Ibaka,Sunny,42.27,1668
2010-09,99.63,Ekpo Display,Sunny,4.47,1733
2010-10,75.55,Ekpo Display,Rainy,224.71,1472
2010-11,75.38,Ibeno Beach,Sunny,44.06,1651
2010-12,64.11,Ibaka,Sunny,8.89,2198
2011-01,98.9,Ibom Food Fest,Sunny,17.54,2169
2011-02,79.19,Ibaka,Cloudy,237.99,1978
2011-03,94.61,Ibom Food Fest,Cloudy,218.84,1447
2011-04,92.9,Ibeno Beach,Rainy,269.04,1410
2011-05,66.98,Ibaka,Cloudy,232.96,1410
2011-06,80.39,Ekpo Display,Sunny,15.16,1690
2011-07,62.53,Ibom Food Fest,Rainy,242.6,1449
2011-08,61.73,Local Sports Event,Sunny,14.14,1715
2011-09,95,Ekpo Display,Rainy,19.73,1523
2011-10,72.38,Ibom Food Fest,Rainy,58.31,1522
2011-11,97.58,Ekpo Display,Sunny,15.71,1684
2011-12,79.6,Ibom Food Fest,Rainy,49.29,1977
2012-01,68.03,Ibaka,Cloudy,206.86,1940
2012-02,76.4,Ekpo Display,Sunny,22.86,2177
2012-03,90.73,Ibeno Beach,Rainy,7.41,1489
2012-04,80.2,Ibom Food Fest,Sunny,23.8,1725
2012-05,90.97,Ibom Food Fest,Cloudy,200.84,1496
2012-06,69.74,Ibeno Beach,Sunny,11.62,1695
2012-07,75.14,Ibeno Beach,Cloudy,166.14,1458
2012-08,88.26,Ekpo Display,Cloudy,165.61,1524
2012-09,92,Ekpo Display,Rainy,266.67,1416
2012-10,98.41,Ibom Food Fest,Sunny,15.93,1746
2012-11,95.55,Ibom Food Fest,Stormy,119.04,1401
2012-12,63.73,9999 Carol Night,Rainy,124.89,1977
2013-01,62.88,Ibaka,Cloudy,222.99,1970
2013-02,67.55,Ekpo Display,Cloudy,3.71,2014
2013-03,94.77,Local Sports Event,Rainy,24.79,1500
2013-04,82.97,Ekpo Display,Sunny,30.03,1733
2013-05,83.26,Ibeno Beach,Sunny,9.66,1683
2013-06,69.47,Ibom Food Fest,Cloudy,137.21,1531
2013-07,92.96,Ibaka,Stormy,265.58,1394
2013-08,98.07,Ekpo Display,Stormy,272.77,1378
2013-09,93.15,Ibeno Beach,Cloudy,17.77,1454
2013-10,64.92,Ibaka,Sunny,5.1,1667
2013-11,76.52,Ibeno Beach,Sunny,43.67,1651
2013-12,93.71,Ibaka,Sunny,41.24,2200
2014-01,86.53,Local Sports Event,Rainy,156.77,2001
2014-02,95.68,Ibom Food Fest,Rainy,214.65,1917
2014-03,86.13,Local Sports Event,Sunny,21.32,1716
2014-04,71.53,Ibaka,Cloudy,216.28,1442
2014-05,84.17,Ibom Food Fest,Rainy,64.41,1481
2014-06,93.88,Ibaka,Sunny,16.81,1674
2014-07,84.35,Ekpo Display,Cloudy,76,1487
2014-08,87.1,Ibaka,Sunny,29.65,1706
2014-09,82.64,Ibom Food Fest,Cloudy,130.98,1476
2014-10,85.78,Local Sports Event,Sunny,36.91,1717
2014-11,88.68,Ibeno Beach,Cloudy,51.77,1496
2014-12,75.02,Ibom Food Fest,Sunny,41.64,2170
2015-01,62.68,Local Sports Event,Cloudy,188.65,1990
2015-02,97.04,Local Sports Event,Sunny,8.93,2207
2015-03,95.09,Ibeno Beach,Cloudy,185.94,1489
2015-04,75.56,Local Sports Event,Sunny,17.62,1686
2015-05,92.34,Ibom Food Fest,Cloudy,205.45,1484
2015-06,62.2,Local Sports Event,Cloudy,9.4,1497
2015-07,61.27,Ibaka,Sunny,4.19,1730
2015-08,77.9,Ekpo Display,Sunny,23.07,1711
2015-09,62.1,Ekpo Display,Cloudy,271.67,1427
2015-10,62.68,Ekpo Display,Sunny,28.35,1715
2015-11,80.68,Local Sports Event,Cloudy,126.79,1486
2015-12,87.38,Ibom Food Fest,Cloudy,13.55,1996
2016-01,77.37,Local Sports Event,Sunny,22.2,2187
2016-02,98.64,Ibaka,Stormy,7.63,1884
2016-03,96.51,Ibom Food Fest,Sunny,39.3,1728
2016-04,78.32,Local Sports Event,Cloudy,222.11,1465
2016-05,93.61,Ibaka,Sunny,25.73,1675
2016-06,61.19,Ibom Food Fest,Rainy,156.91,1537
2016-07,69.85,Local Sports Event,Cloudy,132.41,1534
2016-08,74.67,Ibeno Beach,Cloudy,83.68,1490
2016-09,99.86,Ibaka,Stormy,91.71,1450
2016-10,72.51,Local Sports Event,Cloudy,6.73,1500
2016-11,88.23,Ibaka,Cloudy,32.4,1469
2016-12,78.23,Ibaka,Cloudy,198.83,1980
2017-01,84.64,Ibom Food Fest,Cloudy,40.42,2029
2017-02,81.18,Ibeno Beach,Sunny,40.23,2223
2017-03,73.45,Ibaka,Sunny,22.56,1712
2017-04,78,Local Sports Event,Sunny,45.54,1747
2017-05,83.23,Ibeno Beach,Sunny,31.98,1665
2017-06,75.49,Local Sports Event,Cloudy,241.84,1438
2017-07,88.68,Local Sports Event,Cloudy,141.18,1487
2017-08,70.52,Local Sports Event,Sunny,34.65,1740
2017-09,95.16,Local Sports Event,Cloudy,27.31,1469
2017-10,86.2,Ibeno Beach,Sunny,30.22,1698
2017-11,64.91,Ekpo Display,Rainy,279.58,1422
2017-12,66.71,Ibeno Beach,Sunny,46.63,2189
2018-01,94.56,Local Sports Event,Sunny,14.22,2246
2018-02,76.88,Ibom Food Fest,Sunny,8.2,2186
2018-03,76.87,Ekpo Display,Sunny,45.15,1686
2018-04,81.71,Ibom Food Fest,Sunny,8.75,1719
2018-05,84.56,Local Sports Event,Sunny,12.37,1740
2018-06,80.98,Ibeno Beach,Sunny,48.78,1659
2018-07,66.47,Local Sports Event,Cloudy,241.64,1423
2018-08,91.96,Ibaka,Sunny,16.3,1700
2018-09,95.75,Ibom Food Fest,Cloudy,47,1524
2018-10,87.53,Ibom Food Fest,Sunny,7.13,1666
2018-11,62.8,Ibeno Beach,Sunny,42.96,1714
2018-12,72.93,Ibom Food Fest,Rainy,245.3,1978
2019-01,66.1,Ibeno Beach,Cloudy,143.81,2044
2019-02,69.97,Local Sports Event,Cloudy,274.54,1906
2019-03,95.23,Ibaka,Cloudy,111.85,1477
2019-04,91.48,Local Sports Event,Sunny,10.23,1654
2019-05,61.42,Ibeno Beach,Cloudy,0.5,1537
2019-06,90.97,Ibaka,Sunny,22.77,1688
2019-07,62.62,Local Sports Event,Sunny,6.17,1749
2019-08,90.31,Local Sports Event,Sunny,32.76,1707
2019-09,74.45,Local Sports Event,Cloudy,116.55,1478
2019-10,73.24,Ibeno Beach,Sunny,27.06,1684
2019-11,96.42,Local Sports Event,Cloudy,76.44,1475
2019-12,96.55,Ibeno Beach,Cloudy,127.67,1977
2020-01,89.91,Ibom Food Fest,Sunny,9.47,2207
2020-02,66.89,Ibom Food Fest,Sunny,3.89,2186
2020-03,85.42,Ibeno Beach,Cloudy,95.25,1533
2020-04,62.6,Ibaka,Sunny,17.7,1741
2020-05,82.68,Ekpo Display,Cloudy,121.23,1503
2020-06,64.87,Ibom Food Fest,Cloudy,19.6,1542
2020-07,93.11,Ibaka,Sunny,6.86,1721
2020-08,77.35,Ibom Food Fest,Sunny,30.86,1695
2020-09,60.86,Local Sports Event,Cloudy,0.67,1547
2020-10,62.36,Local Sports Event,Sunny,8.55,1706
2020-11,95.81,Ibeno Beach,Sunny,29.02,1654
2020-12,81.35,Ibaka,Sunny,36.24,2250
2021-01,87.27,Ekpo Display,Cloudy,79.19,1973
2021-02,90.67,Ibom Food Fest,Rainy,112.14,1967
2021-03,93.42,Ibom Food Fest,Cloudy,89.36,1494
2021-04,62.91,Ibeno Beach,Sunny,34.73,1668
2021-05,77.55,Ibaka,Sunny,23.52,1676
2021-06,87.79,Ibom Food Fest,Sunny,1.55,1678
2021-07,95.94,Local Sports Event,Stormy,251.36,1334
2021-08,97.59,Ibeno Beach,Cloudy,157.04,1517
2021-09,94.92,Local Sports Event,Cloudy,128.96,1489
2021-10,99.59,Ibaka,Cloudy,47.24,1504
2021-11,75.18,Ekpo Display,Sunny,43.89,1691
2021-12,75.45,Ekpo Display,Cloudy,230.72,1917
2022-01,79.85,Ekpo Display,Sunny,38.2,2191
2022-02,83.14,Local Sports Event,Sunny,14.8,2171
2022-03,64.51,Ekpo Display,Sunny,27.66,1734
2022-04,80.62,Ibom Food Fest,Cloudy,59.83,1514
2022-05,65.94,Local Sports Event,Sunny,5.5,1706
2022-06,68.45,Ibeno Beach,Cloudy,188.22,1519
2022-07,87.81,Local Sports Event,Sunny,41.25,1699
2022-08,85.66,Ibaka,Sunny,23.67,1703
2022-09,77.9,Ibeno Beach,Sunny,8.63,1725
2022-10,64.14,Ibaka,Cloudy,25.77,1536
2022-11,81.58,Ekpo Display,Stormy,290.78,1391
2022-12,72.32,Ekpo Display,Sunny,1.21,2248
2023-01,76.25,Local Sports Event,Sunny,41.54,2185
2023-02,95.4,Local Sports Event,Sunny,22.36,2219
2023-03,75.18,Local Sports Event,Sunny,42.33,1691
2023-04,85.03,Ibaka,Sunny,16.29,1706
2023-05,68.72,Ibaka,Sunny,15.41,1728
